,title,firstimage,cat1,cat2,cat3,addr1,mapx,mapy,overview,Rating,Reviews,overview_prep,tokenizing
559,달팽이식당,http://tong.visitkorea.or.kr/cms/resource/17/2847817_image2_1.jpg,A05,A0502,A05020100,제주특별자치도 서귀포시 일주서로 1322-3,126.3719110133,33.265981574,"달팽이식당은 제주특별자치도 서귀포시 안덕면 창천리에 있다. 일주서로와 한창로가 만나는 삼거리 근처에 있는 달팽이식당은 귤 창고를 리모델링한 조용하고 소박한 공간이다. 직접 농사지은 콩으로 할머니가 직접 띄운 청국장과 석쇠구이 세트 단일 메뉴를 제공한다. 보리밥과 함께 집밥 같은 한상을 받아볼 수 있는 곳으로 동그란 소반에 나오는 상차림이 SNS용으로 인기이다. 재료 소진 시 영업을 마감하고, 2인부터 주문 가능하다. 주변 여행지로 논짓물, 용머리해안, 중문색달해수욕장, 본태박물관 등이 있다.",4.6,(146),달팽이식당은 제주특별자치도 서귀포시 안덕면 창천리에 있다 일주서로와 한창로가 만나는 삼거리 근처에 있는 달팽이식당은 귤 창고를 리모델링한 조용하고 소박한 공간이다 직접 농사지은 콩으로 할머니가 직접 띄운 청국장과 석쇠구이 세트 단일 메뉴를 제공한다 보리밥과 함께 집밥 같은 한상을 받아볼 수 있는 곳으로 동그란 소반에 나오는 상차림이 용으로 인기이다 재료 소진 시 영업을 마감하고 인부터 주문 가능하다 주변 여행지로 논짓물 용머리해안 중문색달해수욕장 본태박물관 등이 있다,달팽이 식당 서귀포시 안덕면 창 천리 일주서로 한창 로 삼거리 근처 달팽이 식당 귤 창고 모델링 조용하다 소박하다 공간 직접 농사 지은 콩 할머니 직접 청국장 석쇠 구이 세트 단일 메뉴 제공 보리밥 집밥 같다 상 볼 동그랗다 소반 상차림 용 인기 재료 소진 영업 마감 주문 가능하다 주변 여행지 논짓물 용머리 중문 색달 해수욕장 태 박물관
560,달페이지,https://blog.kakaocdn.net/dn/Hh733/btrcA1znbC9/m3cFIkMBMYyJlnHe7WBiN1/img.gif,A05,A0502,A05020200,제주특별자치도 서귀포시 색달로64번길 51,126.4139408386,33.2597856977,"달페이지는 제주도에 위치한 예쁘고 감성적인 브런치 맛집이다. 따뜻하고 아늑한 달페이지 특유의 내부 인테리어가 눈길을 사로잡는다. 브런치는 예쁘기만 한 게 아니라 맛도 좋다. 달 브런치, 콩포트 그릭요거트, 크로크무슈, 토마토스튜+바게트 등 다양한 종류의 브런치와 음료를 맛볼 수 있다. 데이트 및 가족 여행으로도 많이 들리는 곳이다. 1층 카페 공간을 제외한 나머지는 여행객들을 위한 숙소로 운영되고 있다.",4.4,(37),달페이지는 제주도에 위치한 예쁘고 감성적인 브런치 맛집이다 따뜻하고 아늑한 달페이지 특유의 내부 인테리어가 눈길을 사로잡는다 브런치는 예쁘기만 한 게 아니라 맛도 좋다 달 브런치 콩포트 그릭요거트 크로크무슈 토마토스튜바게트 등 다양한 종류의 브런치와 음료를 맛볼 수 있다 데이트 및 가족 여행으로도 많이 들리는 곳이다 층 카페 공간을 제외한 나머지는 여행객들을 위한 숙소로 운영되고 있다,달 페이 위치 예쁘다 감성 브런치 맛집 따뜻하다 아늑하다 달 페이지 특유 내부 인테리어 눈길 브런치 예쁘다 맛 달 브런치 콩 포트 그릭 요거트 크로크무슈 토마토 스튜 바게트 다양하다 종류 브런치 음료 데이트 및 가족 여행 카페 공간 제외 나머지 여행객 숙소 운영
561,담백,http://tong.visitkorea.or.kr/cms/resource/90/2862090_image2_1.JPG,A05,A0502,A05020100,제주특별자치도 제주시 해맞이해안로 518,126.8013338239,33.5564618637,"담백은 월정리에서 세화 방향 해안도로에 있다. 갈치, 전복, 흑돼지 모두 제주산 원재료로 솥 밥을 짓는 식당이다. 밥 위에 큼직한 갈치구이가 올라가는 갈치솥밥은 싱싱한 재료를 써야 하므로 흔치 않은 메뉴이고, 비리지 않게 제대로 맛을 내 조리하기 때문에 대기하는 줄이 길다. 어린이 입장은 가능하나 작은 매장에서 뜨거운 솥 밥을 차리기 때문에 주의가 필요하며, 1인 입장하여 혼자 밥 먹는 것도 가능하다. 근처 여행지로 월정리 해수욕장, 코난 해변, 제주밭담테마공원 등이 있다.",4.8,(137),담백은 월정리에서 세화 방향 해안도로에 있다 갈치 전복 흑돼지 모두 제주산 원재료로 솥 밥을 짓는 식당이다 밥 위에 큼직한 갈치구이가 올라가는 갈치솥밥은 싱싱한 재료를 써야 하므로 흔치 않은 메뉴이고 비리지 않게 제대로 맛을 내 조리하기 때문에 대기하는 줄이 길다 어린이 입장은 가능하나 작은 매장에서 뜨거운 솥 밥을 차리기 때문에 주의가 필요하며 인 입장하여 혼자 밥 먹는 것도 가능하다 근처 여행지로 월정리 해수욕장 코난 해변 제주밭담테마공원 등이 있다,담 정리 화 방향 해안 도로 갈치 전복 돼지 모두 주산 재료 솥 밥 식당 밥 큼직하다 갈치 구이 갈치 솥밥 싱싱하다 재료 치 메뉴 비리 제대로 맛 조리 대기 길다 어린이 입장 가능하다 작다 뜨겁다 솥 밥 차리기 주의 필요하다 입장 혼자 밥 가능하다 근처 여행지 정리 해수욕장 코난 해변 밭 공원
562,당당,http://tong.visitkorea.or.kr/cms/resource/41/2857341_image2_1.jpg,A05,A0502,A05020900,제주특별자치도 제주시 중엄안1길 25,126.370892542,33.4744723929,"당당은 제주 애월 일주서로 아래쪽에 있는 브런치 카페로 크림 위에 살구를 올려 마치 계란프라이처럼 차려 나오는 당당 수플레 팬케이크가 유명하다. 또한, 토치로 구운 바나나, 트뤼프 베리 컴포트 등도 인기 메뉴로 여행자들의 인증샷 성지이기도 하다. 자리가 협소한 편이라 13세 이상만 출입할 수 있으며 팀당 4명 이하로 제한하고 있다. 주변 여행지로 구엄리 돌염전, 구엄포구가 있다.",4.1,(305),당당은 제주 애월 일주서로 아래쪽에 있는 브런치 카페로 크림 위에 살구를 올려 마치 계란프라이처럼 차려 나오는 당당 수플레 팬케이크가 유명하다 또한 토치로 구운 바나나 트뤼프 베리 컴포트 등도 인기 메뉴로 여행자들의 인증샷 성지이기도 하다 자리가 협소한 편이라 세 이상만 출입할 수 있으며 팀당 명 이하로 제한하고 있다 주변 여행지로 구엄리 돌염전 구엄포구가 있다,당 애월 일주서로 아래쪽 브런치 카페 크림 살구 마치 계란프라이 차려 수플레 팬케이크 유명하다 또한 토치 운 바나나 트뤼프 베리 컴 포트 인기 메뉴 여행자 인증샷 성지 자리 협소 편이 세 이상만 출입 팀 명 이하 제한 주변 여행지 구엄리 돌 염전 엄포 구가
563,당케올레국수,https://blog.kakaocdn.net/dn/Hh733/btrcA1znbC9/m3cFIkMBMYyJlnHe7WBiN1/img.gif,A05,A0502,A05020100,제주특별자치도 서귀포시 표선면 표선당포로 4,126.8431743854,33.3253464076,"당케 올레국수는 제주도 표선해수욕장 근처에 있는 국수 전문점이다. 주요 메뉴는 걸쭉하고 칼칼한 맛의 보말칼국수다. 칼국수 메뉴에도 죽처럼 쌀이 들어가 죽과 면을 한 그릇에 맛볼 수 있고, 속까지 뜨끈해지는 맛이 진국이라는 평이 많이 받고 있다. 보말죽 역시 기본적으로 청양고추가 들어가 있어 물리지 않고 끝까지 담백하고 매콤하게 먹을 수 있다. 이외에도 성게 칼국수, 고기 국수, 한치 무침, 자리 무침 등 제주 특산 메뉴가 다양하게 준비돼 있으니 마음껏 즐기면 된다.",4.3,"(1,274)",당케 올레국수는 제주도 표선해수욕장 근처에 있는 국수 전문점이다 주요 메뉴는 걸쭉하고 칼칼한 맛의 보말칼국수다 칼국수 메뉴에도 죽처럼 쌀이 들어가 죽과 면을 한 그릇에 맛볼 수 있고 속까지 뜨끈해지는 맛이 진국이라는 평이 많이 받고 있다 보말죽 역시 기본적으로 청양고추가 들어가 있어 물리지 않고 끝까지 담백하고 매콤하게 먹을 수 있다 이외에도 성게 칼국수 고기 국수 한치 무침 자리 무침 등 제주 특산 메뉴가 다양하게 준비돼 있으니 마음껏 즐기면 된다,당케 올레 국수 표선 해수욕장 근처 국수 전문점 주요 메뉴 걸쭉하다 칼칼하다 맛 칼국수 칼국수 메뉴 죽 쌀 죽 면 그릇 뜨끈하다 맛 진국 평이 죽 역시 기본 청양고추 물리 끝 담백하다 매콤 이외 성게 칼국수 고기 국수 한치 자리 특산 메뉴 다양하다 준비 마음껏
564,당포로나인 돈카츠,http://tong.visitkorea.or.kr/cms/resource/65/2861365_image2_1.JPG,A05,A0502,A05020300,제주특별자치도 서귀포시 표선당포로 9,126.8435882289,33.3257880323,"당포로나인 돈카츠는 표선해수욕장과 표선항 사이에 있다. 표선해수욕장이 보이는 오션뷰 레스토랑으로 일식 돈카츠 전문 식당이다. 입구 쪽에서는 상상할 수 없는 바다 풍경이 창가에 펼쳐지기 때문에 소문 듣고 찾아오는 여행자가 많다. 실내는 깔끔한 인테리어에 어린이 의자가 구비되어 있으며 공간이 셋으로 나누어져 있어 아늑한 맛이 있다. 카츠는 신선한 재료를 사용해 기본에 충실하고 치즈콤포카츠가 대표메뉴이다. 주변 여행지로 표선해수욕장, 소금막 해변 등이 있다.",4.5,(302),당포로나인 돈카츠는 표선해수욕장과 표선항 사이에 있다 표선해수욕장이 보이는 오션뷰 레스토랑으로 일식 돈카츠 전문 식당이다 입구 쪽에서는 상상할 수 없는 바다 풍경이 창가에 펼쳐지기 때문에 소문 듣고 찾아오는 여행자가 많다 실내는 깔끔한 인테리어에 어린이 의자가 구비되어 있으며 공간이 셋으로 나누어져 있어 아늑한 맛이 있다 카츠는 신선한 재료를 사용해 기본에 충실하고 치즈콤포카츠가 대표메뉴이다 주변 여행지로 표선해수욕장 소금막 해변 등이 있다,포로 나인 돈카츠 표선 해수욕장 표선항 사이 표선 해수욕장 오션 뷰 레스토랑 일식 돈카츠 전문 식당 입구 쪽 상상 바다 풍경 창가 소문 여행자 실내 깔끔하다 인테리어 어린이 의자 구비 공간 셋 아늑하다 맛 카츠 신선하다 재료 사용 기본 충실하다 치즈 콤포 카츠 대표 메뉴 주변 여행지 표선 해수욕장 소금 막 해변
565,대관원,http://tong.visitkorea.or.kr/cms/resource/07/819007_image2_1.jpg,A05,A0502,A05020400,제주특별자치도 제주시 신대로13길 3,126.4974617902,33.4877868155,제주에서 2대에 걸쳐 50여 년간 중국요리를 해온 중식요리 전문점이다. 제주도를 방문하는 대만과 중국 관광객들이 즐겨 찾는 곳이다.<br>,3.9,(152),제주에서 대에 걸쳐 여 년간 중국요리를 해온 중식요리 전문점이다 제주도를 방문하는 대만과 중국 관광객들이 즐겨 찾는 곳이다,여 년 중국요리 중식 요리 전문점 방문 대만 중국 관광객
566,대기정,http://tong.visitkorea.or.kr/cms/resource/61/2753561_image2_1.jpg,A05,A0502,A05020100,제주특별자치도 서귀포시 이어도로 41,126.428570559,33.2403269652,"대기정은 제주도 중문에 위치한 갈치 요리 전문점이다. 채낚이배로 잡은 13 미 이상의 최상품 생물 갈치만을 사용하며 제주도에서 통갈치 음식점 중 가장 싸고 맛있는 집이라고 자부한다. 뼈 없는 갈치조림을 비롯하여, 통갈치구이, 고등어구이, 고소하고 푸짐한 전복돌솥밥 등 제주의 맛을 만끽할 수 있는 메뉴들로 가득하다. 2층까지 넓고 쾌적한 실내공간은 물론 친절한 직원들, 도로와 가까운 주차장까지 겸비하고 있다.",3.8,(704),대기정은 제주도 중문에 위치한 갈치 요리 전문점이다 채낚이배로 잡은  미 이상의 최상품 생물 갈치만을 사용하며 제주도에서 통갈치 음식점 중 가장 싸고 맛있는 집이라고 자부한다 뼈 없는 갈치조림을 비롯하여 통갈치구이 고등어구이 고소하고 푸짐한 전복돌솥밥 등 제주의 맛을 만끽할 수 있는 메뉴들로 가득하다 층까지 넓고 쾌적한 실내공간은 물론 친절한 직원들 도로와 가까운 주차장까지 겸비하고 있다,기정은 중문 위치 갈치 요리 전문점 채낚이배 밉다 이상 최 상품 생물 갈치 사용 통 갈치 음식점 맛있다 집 자부 뼈 갈치 조림 비롯 통 갈치 구이 고등어 구이 고소하다 짐 전복 돌솥밥 맛 만끽 메뉴 가득하다 넓다 쾌적하다 실내 공간 친절하다 직원 도로 가깝다 주차장 겸비
567,대돈 하귀점,http://tong.visitkorea.or.kr/cms/resource/70/2870570_image2_1.jpg,A05,A0502,A05020100,제주특별자치도 제주시 일주서로 7113,126.4089334423,33.4848968405,"대돈 하귀점은 하귀1항 항포포구 근처에 있다. 제주 흑돼지와 백돼지를 판매하며 고기는 1인분 200g으로 양이 많은 편이다. 흑돼지 2인, 3인, 4일 세트에는 전복과 버섯이 함께 나오며 1,600도 직화로 초벌 해서 나온다. 돌솥 밥과 된장찌개, 흑돼지오겹살이 나오는 점심 특선 2인 세트도 인기다. 단품 메뉴로는 갈비탕, 김치찌개 등이 있다. 주변 여행지로 연대포구, 내도알작지해변, 가문동포구 등이 있다.",4.6,(5),대돈 하귀점은 하귀항 항포포구 근처에 있다 제주 흑돼지와 백돼지를 판매하며 고기는 인분 으로 양이 많은 편이다 흑돼지 인 인 일 세트에는 전복과 버섯이 함께 나오며 도 직화로 초벌 해서 나온다 돌솥 밥과 된장찌개 흑돼지오겹살이 나오는 점심 특선 인 세트도 인기다 단품 메뉴로는 갈비탕 김치찌개 등이 있다 주변 여행지로 연대포구 내도알작지해변 가문동포구 등이 있다,돈 귀항 항 포포 구 근처 돼지 돼지 판매 고기 인분 양 편이 돼지 세트 전복 버섯 직화 초벌 돌솥 밥 된장찌개 겹 살이 점심 특선 세트 인기 품 메뉴 갈비탕 김치찌개 주변 여행지 연대 포구 알 작다 해변 가문 포구
568,대우정,http://tong.visitkorea.or.kr/cms/resource/91/1934491_image2_1.jpg,A05,A0502,A05020100,제주특별자치도 서귀포시 이어도로 866-37,126.5068778218,33.2330484491,"이곳의 주메뉴는 전복돌솥밥이다. 전복돌솥밥과 함께 나오는 마가린을 살짝 떠서 밥과 함께 비벼 놓으면 돌솥밥의 고소한 맛을 배가 시킨다. 
이 외에도 각종 조림과 생선구이, 전복 요리들을 맛볼 수 있다. 자극적이지 않고 깔끔하고 든든한 한 끼 식사를 제공한다. 깔끔한 매장과 넓은 주차 공간으로 가족들과 함께 하기 좋은 곳이다.",3.7,(295),이곳의 주메뉴는 전복돌솥밥이다 전복돌솥밥과 함께 나오는 마가린을 살짝 떠서 밥과 함께 비벼 놓으면 돌솥밥의 고소한 맛을 배가 시킨다 이 외에도 각종 조림과 생선구이 전복 요리들을 맛볼 수 있다 자극적이지 않고 깔끔하고 든든한 한 끼 식사를 제공한다 깔끔한 매장과 넓은 주차 공간으로 가족들과 함께 하기 좋은 곳이다,메뉴 전복 돌솥밥 전복 돌솥밥 마가린 살짝 밥 돌솥밥 고소하다 맛 배 이 각종 조림 생선 구이 전복 요리 자극 깔끔하다 든든하다 끼 식사 제공 깔끔하다 넓다 주차 공간 가족
569,대춘해장국,http://tong.visitkorea.or.kr/cms/resource/93/2675193_image2_1.jpg,A05,A0502,A05020100,제주특별자치도 제주시 연북로 398,126.5238707738,33.4804047192,30년 전통을 가지고 있는 곳이다. 제주특별자치도 제주시에 있는 한식전문점이다. 대표메뉴는 해장국이다.,4.3,(771),년 전통을 가지고 있는 곳이다 제주특별자치도 제주시에 있는 한식전문점이다 대표메뉴는 해장국이다,년 전통 가지 제주시 한식 전문점 대표 메뉴 해장국
570,더리트리브,http://tong.visitkorea.or.kr/cms/resource/18/2850118_image2_1.jpg,A05,A0502,A05020900,제주특별자치도 서귀포시 화순로 67 청산가든,126.3385643087,33.2479552633,"더리트리브는 안덕중학교 건너편에 있다. 산지별 다양한 커피를 직접 로스팅하고 핸드드립 커피를 판매하며 스낵이나 베이커리 없이 음료만 판매하는 것도 특징이다. 실제로 골든리트리버가 있으며, 반려견과 함께 갈 수 있는 카페이다. 모 연예프로그램에서 이효리가 방문한 이후로 더 유명해졌다. 책과 굿즈, 매장에서 직접 볶은 원두를 판매하며, 빈티지한 느낌이 나는 카페 내부에 사진 찍을 곳이 많다. 빈티지 샵에서 셀프 웨딩을 위한 웨딩드레스를 판매한다는 점이 특이하다. 테이크아웃 시에 더리트리브 멤버는 20% 할인해 준다. 가까이에 화순곶자왈, 화순금모래해변, 산방산 등이 있어 함께 둘러보기 좋다.
※ 반려 동물 동반 가능(공격성 있는 맹견은 불가, 목줄 필수, 실내를 돌아다닐 수는 없음)",4.3,(328),더리트리브는 안덕중학교 건너편에 있다 산지별 다양한 커피를 직접 로스팅하고 핸드드립 커피를 판매하며 스낵이나 베이커리 없이 음료만 판매하는 것도 특징이다 실제로 골든리트리버가 있으며 반려견과 함께 갈 수 있는 카페이다 모 연예프로그램에서 이효리가 방문한 이후로 더 유명해졌다 책과 굿즈 매장에서 직접 볶은 원두를 판매하며 빈티지한 느낌이 나는 카페 내부에 사진 찍을 곳이 많다 빈티지 샵에서 셀프 웨딩을 위한 웨딩드레스를 판매한다는 점이 특이하다 테이크아웃 시에 더리트리브 멤버는  할인해 준다 가까이에 화순곶자왈 화순금모래해변 산방산 등이 있어 함께 둘러보기 좋다 반려 동물 동반 가능공격성 있는 맹견은 불가 목줄 필수 실내를 돌아다닐 수는 없음,더 리트 리브 안덕 중학교 건너편 산지 별 다양하다 커피 직접 로스팅 핸드 드립 커피 판매 스낵 베이커리 음료 판매 특징 실제 골든 리트리버 반려견 카페 모 프로그램 이효리 방문 이후 더 유명하다 책 굿 직접 원두 판매 빈티 느낌 카페 내부 사진 찍 빈티 샵 셀프 웨딩 웨딩드레스 판매 특이하다 테이크아웃 더 리트 리브 멤버 할인 가까이 화순 곶 왈 화순 금모래 해변 산방산 둘러보기 반려 동물 동반 가능 공격성 맹견 불가 목줄 필수 실내
571,더스푼,https://blog.kakaocdn.net/dn/Hh733/btrcA1znbC9/m3cFIkMBMYyJlnHe7WBiN1/img.gif,A05,A0502,A05020200,제주특별자치도 제주시 구남동1길 45,126.5411634193,33.4934313312,"제주 아라이동 거리에 위치한 이탈리안 레스토랑 ‘더스푼’은 제주도가 고향인 셰프님이 제주의 제철 식재료를 접목한 정통 이탈리안 메뉴를 선보인다. 제주에서 나는 해산물, 고기, 채소 등 퀄리티 좋은 신선한 재료만을 이용하여 고급스러운 맛을 자아낸다. 성게와 어란이 올라간 성게어란파스타가 이곳의 대표메뉴이다. 코스로도 즐길 수 있고, 단품으로도 즐길 수 있으며 와인 콜키지도 가능하다. 예약은 캐치테이블을 통해서 받고 있다.",4.2,(341),제주 아라이동 거리에 위치한 이탈리안 레스토랑 더스푼은 제주도가 고향인 셰프님이 제주의 제철 식재료를 접목한 정통 이탈리안 메뉴를 선보인다 제주에서 나는 해산물 고기 채소 등 퀄리티 좋은 신선한 재료만을 이용하여 고급스러운 맛을 자아낸다 성게와 어란이 올라간 성게어란파스타가 이곳의 대표메뉴이다 코스로도 즐길 수 있고 단품으로도 즐길 수 있으며 와인 콜키지도 가능하다 예약은 캐치테이블을 통해서 받고 있다,이동 거리 위치 이탈리안 레스토랑 더 스푼 고향 셰프 제철 식 재료 접목 정통 이탈리안 메뉴 해산물 고기 채소 퀄리티 신선하다 재료 이용 고급스럽다 맛 성게 어란 성게 어란 파스타 대표 메뉴 코스 품 와인 콜키 지도 가능하다 예약 캐치 테이블 통해
572,더클리프,https://blog.kakaocdn.net/dn/Hh733/btrcA1znbC9/m3cFIkMBMYyJlnHe7WBiN1/img.gif,A05,A0502,A05020200,제주특별자치도 서귀포시 중문관광로 154-17,126.4156104662,33.2450679043,"중문 해수욕장에 위치한 복합 어뮤즈먼트 공간 더 클리프는 선셋을 감상할 수 있는 최고의 오션뷰를 지닌 장소로 이색적인 공간에서 다양하고 맛있는 식음료를 제공하고 있다.
중문 해변과 선셋을 볼 수 있는 환상적인 제주 뷰를 배경으로 다양하고 재미있는 파티와 문화공연, 페스티벌을 기획하고 있다. 하우스와 테크노에 흠뻑 젖을 수 있는 디제이 파티도 즐길 수 있다. 평일 오후 4시부터 마감까지, 주말 오후 1시부터 마감까지 디제잉공연을 하고 있다. 안전상의 이유로 저녁 7시 이후로는 노키즈존으로 운영되며, 카페 메뉴 주문은 불가능하다. 외부로 나가면 발리베드를 이용할 수 있으며 이용제한시간이 있다.",4.2,"(2,776)",중문 해수욕장에 위치한 복합 어뮤즈먼트 공간 더 클리프는 선셋을 감상할 수 있는 최고의 오션뷰를 지닌 장소로 이색적인 공간에서 다양하고 맛있는 식음료를 제공하고 있다중문 해변과 선셋을 볼 수 있는 환상적인 제주 뷰를 배경으로 다양하고 재미있는 파티와 문화공연 페스티벌을 기획하고 있다 하우스와 테크노에 흠뻑 젖을 수 있는 디제이 파티도 즐길 수 있다 평일 오후 시부터 마감까지 주말 오후 시부터 마감까지 디제잉공연을 하고 있다 안전상의 이유로 저녁 시 이후로는 노키즈존으로 운영되며 카페 메뉴 주문은 불가능하다 외부로 나가면 발리베드를 이용할 수 있으며 이용제한시간이 있다,중문 해수욕장 위치 복합 어뮤즈먼트 공간 더 리프 선셋 감상 최고 오션 뷰 장소 이색 공간 다양하다 맛있다 식 음료 제공 중문 해변 선셋 볼 환상 뷰 배경 다양하다 재미있다 파티 문화 공연 페스티벌 기획 하우스 테크노 젖 디제이 파티 평일 오후 마감 주말 오후 마감 디제잉 공연 안전 상의 이유 저녁 이후 노 키즈 존 운영 카페 메뉴 주문 불가능하다 외부 발리 베드 이용 용제 시간
573,더힐링타임,http://tong.visitkorea.or.kr/cms/resource/33/3038433_image2_1.jpg,A05,A0502,A05020900,제주특별자치도 제주시 서해안로 652 (용담삼동),126.5066436809,33.5162115925,"더힐링타임은 용두암 해안도로에 위치한 족욕카페이다. 이곳에서는 아로마 오일을 이용한 족욕 체험을 할 수 있어 여행에서 쌓인 피로를 풀 수 있다. 또한, 제주공항 근처에 위치해 있어 여행 첫날이나 마지막 날에 방문하기 좋다.
1층과 2층에 총 160석의 족욕 체험장이 마련되어 있어, 친구나 가족과 함께 족욕 체험을 즐길 수 있다. 족욕체험은 30분간 진행되며 체험 시작부터 끝까지 인원에 맞춰 단체로 체험이 진행되기 때문에 예약한 시간에 맞춰 입장해야 한다. 
매장 내부에는 예약자들이 대기하는 휴게 공간과 각종 입욕제 및 오일 등 다양한 아로마테라피 제품을 판매하고 있다.",4.0,(139),더힐링타임은 용두암 해안도로에 위치한 족욕카페이다 이곳에서는 아로마 오일을 이용한 족욕 체험을 할 수 있어 여행에서 쌓인 피로를 풀 수 있다 또한 제주공항 근처에 위치해 있어 여행 첫날이나 마지막 날에 방문하기 좋다층과 층에 총 석의 족욕 체험장이 마련되어 있어 친구나 가족과 함께 족욕 체험을 즐길 수 있다 족욕체험은 분간 진행되며 체험 시작부터 끝까지 인원에 맞춰 단체로 체험이 진행되기 때문에 예약한 시간에 맞춰 입장해야 한다 매장 내부에는 예약자들이 대기하는 휴게 공간과 각종 입욕제 및 오일 등 다양한 아로마테라피 제품을 판매하고 있다,더 힐링 타임 용두암 해안 도로 위치 족욕 카페 아로마 오일 이용 족욕 체험 여행 피로 풀 또한 공항 근처 위치 여행 첫날 마지막 날 방문 석 족욕 체험 마련 친구 가족 족욕 체험 족욕 체험 분간 진행 체험 시작 끝 인원 단체 체험 진행 예약 시간 입장 내부 약자 대기 휴게 공간 각종 입욕 및 오일 다양하다 아로마테라피 제품 판매
574,덕성원,http://tong.visitkorea.or.kr/cms/resource/33/2675133_image2_1.jpg,A05,A0502,A05020400,제주특별자치도 서귀포시 태평로401번길 4,126.5634171004,33.244939699,3대가 운영하는 전통 중국집이다. 제주특별자치도 서귀포시에 있는 중식 전문점이다. 대표메뉴는 짜장면이다.,3.8,(853),대가 운영하는 전통 중국집이다 제주특별자치도 서귀포시에 있는 중식 전문점이다 대표메뉴는 짜장면이다,대가 운영 전통 중국집 서귀포시 중식 전문점 대표 메뉴 짜장면
575,덕성원 중문동점,http://tong.visitkorea.or.kr/cms/resource/87/2852587_image2_1.JPG,A05,A0502,A05020400,제주특별자치도 서귀포시 중문관광로 323 덕성원,126.4300563413,33.2492648911,"덕성원 중문동점은 ICC제주국제컨벤션센터로 향하는 중문관광로 길가에 있다. 정방동에 본점을 두고 있으며 화교가 3대를 이어 영업하며 100년 역사를 자랑한다. 꽃게 한 마리를 통째로 넣은 꽃게짬뽕을 제주에서 처음 시작한 전통의 중화요리 집으로 변함없는 맛으로 여전히 찾아오는 손님이 많다. 근처 여행지로 대포주상절리, 중문색달해수욕장, 베릿내오름, 천제연폭포, 여미지식물원 등이 있다.",4.0,(461),덕성원 중문동점은 제주국제컨벤션센터로 향하는 중문관광로 길가에 있다 정방동에 본점을 두고 있으며 화교가 대를 이어 영업하며 년 역사를 자랑한다 꽃게 한 마리를 통째로 넣은 꽃게짬뽕을 제주에서 처음 시작한 전통의 중화요리 집으로 변함없는 맛으로 여전히 찾아오는 손님이 많다 근처 여행지로 대포주상절리 중문색달해수욕장 베릿내오름 천제연폭포 여미지식물원 등이 있다,덕성 중문 동점 국제 컨벤션 센터 향 중문 관광 로 길가 정방동 본점 화교 영업 년 역사 자랑 꽃게 마리 통째 꽃게 짬뽕 처음 시작 전통 중화요리 집 변하다 맛 여전하다 손님 근처 여행지 대포주상절리 중문 색달 해수욕장 베릿 오름 천제연폭포 여미지식물원
